37403086 | @CHEMICAL_demethylzeylasteral | demethylzeylasteral | 30 | 19 | Chemical | chemical | demethylzeylasteral
29970280 | @DISEASE_Microcephaly | Microcephaly | 43 | 12 | Disease | disease | Microcephaly
29970280 | @DISEASE_Microcephaly | Microcephaly | 225 | 12 | Disease | disease | microcephaly
29970280 | @DISEASE_Seckel_syndrome_1 | Seckel syndrome 1 | 606 | 13 | Disease | disease | microcephalic
29970280 | @DISEASE_Microcephaly | Microcephaly | 742 | 12 | Disease | disease | microcephaly
29970280 | @DISEASE_Microcephaly | Microcephaly | 862 | 12 | Disease | disease | microcephaly
29970280 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 1559 | 16 | Disease | disease | head deformation
29970280 | @DISEASE_Fetal_Diseases | Fetal Diseases | 1798 | 18 | Disease | disease | fetal microcephaly
29970280 | @DISEASE_Nystagmus_Pathologic | Nystagmus Pathologic | 2464 | 26 | Disease | disease | vertical cranial deformity
29970280 | @DISEASE_Fetal_Diseases | Fetal Diseases | 2832 | 18 | Disease | disease | fetal microcephaly
30180944 | @GENE_KLRK1 | KLRK1 | 53 | 5 | Gene | gene | NKG2D
30180944 | @GENE_KLRK1 | KLRK1 | 191 | 23 | Gene | gene | natural killer group 2D
30180944 | @GENE_KLRK1 | KLRK1 | 216 | 5 | Gene | gene | NKG2D
30180944 | @DISEASE_Hematologic_Neoplasms | Hematologic Neoplasms | 346 | 30 | Disease | disease | hematological and solid tumors
30180944 | @GENE_KLRK1 | KLRK1 | 475 | 5 | Gene | gene | NKG2D
30180944 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 510 | 22 | Disease | disease | acute myeloid leukemia
30180944 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 537 | 16 | Disease | disease | multiple myeloma
30180944 | @GENE_KLRK1 | KLRK1 | 603 | 5 | Gene | gene | NKG2D
30180944 | @GENE_KLRK1 | KLRK1 | 662 | 5 | Gene | gene | NKG2D
30180944 | @GENE_CD247 | CD247 | 681 | 7 | Gene | gene | CD3zeta
30180944 | @GENE_KLRK1 | KLRK1 | 719 | 5 | Gene | gene | NKG2D
30180944 | @GENE_HCST | HCST | 781 | 5 | Gene | gene | DAP10
30180944 | @GENE_MICA | MICA | 914 | 5 | Gene | gene | MIC-A
30180944 | @GENE_MICB | MICB | 921 | 5 | Gene | gene | MIC-B
30180944 | @GENE_IL2 | IL2 | 1184 | 13 | Gene | gene | interleukin-2
30180944 | @GENE_CD8A | CD8A | 1380 | 3 | Gene | gene | CD8
30180944 | @DISEASE_Inflammation | Inflammation | 1669 | 12 | Disease | disease | inflammatory
30180944 | @GENE_CSF3 | CSF3 | 1700 | 37 | Gene | gene | granulocyte colony-stimulating factor
30180944 | @GENE_CCL5 | CCL5 | 1739 | 6 | Gene | gene | RANTES
30180944 | @GENE_IFNG | IFNG | 1747 | 16 | Gene | gene | interferon-gamma
30180944 | @GENE_TNF | TNF | 1768 | 27 | Gene | gene | tumor necrosis factor-alpha
30180944 | @GENE_KLRK1 | KLRK1 | 1929 | 5 | Gene | gene | NKG2D
30180944 | @GENE_KLRK1 | KLRK1 | 2021 | 5 | Gene | gene | NKG2D
30307368 | @GENE_MICA | MICA | 65 | 4 | Gene | gene | MICA
30307368 | @GENE_MICA | MICA | 128 | 4 | Gene | gene | MICA
30307368 | @GENE_MICA | MICA | 176 | 4 | Gene | gene | MICA
30307368 | @GENE_MICB | MICB | 185 | 4 | Gene | gene | MICB
30307368 | @DISEASE_Neoplasms | Neoplasms | 294 | 6 | Disease | disease | cancer
30307368 | @DISEASE_Neoplasms | Neoplasms | 442 | 6 | Disease | disease | tumors
30307368 | @GENE_MICA | MICA | 1075 | 4 | Gene | gene | MICA
30307368 | @DISEASE_Neoplasms | Neoplasms | 1240 | 5 | Disease | disease | tumor
30871626 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 20 | 16 | Disease | disease | colorectal tumor
30871626 | @GENE_KLRC1 | KLRC1 | 112 | 5 | Gene | gene | NKG2A
30871626 | @DISEASE_Neoplasms | Neoplasms | 132 | 6 | Disease | disease | cancer
30871626 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 200 | 17 | Disease | disease | colorectal cancer
30871626 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 219 | 3 | Disease | disease | CRC
30871626 | @DISEASE_Neoplasms | Neoplasms | 314 | 6 | Disease | disease | cancer
30871626 | @DISEASE_Neoplasms | Neoplasms | 359 | 5 | Disease | disease | tumor
30871626 | @DISEASE_Neoplasms | Neoplasms | 382 | 5 | Disease | disease | tumor
30871626 | @DISEASE_Neoplasms | Neoplasms | 450 | 6 | Disease | disease | cancer
30871626 | @DISEASE_Colonic_Neoplasms | Colonic Neoplasms | 563 | 11 | Disease | disease | colon tumor
30871626 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 694 | 17 | Disease | disease | colorectal tumors
30871626 | @DISEASE_Neoplasms | Neoplasms | 846 | 5 | Disease | disease | tumor
30871626 | @GENE_KLRK1 | KLRK1 | 893 | 5 | Gene | gene | NKG2D
30871626 | @GENE_KLRK1 | KLRK1 | 1067 | 5 | Gene | gene | NKG2D
30871626 | @GENE_MICA | MICA | 1074 | 4 | Gene | gene | MICA
30871626 | @GENE_MICB | MICB | 1083 | 4 | Gene | gene | MICB
30871626 | @DISEASE_Neoplasms | Neoplasms | 1158 | 5 | Disease | disease | tumor
30871626 | @DISEASE_Neoplasms | Neoplasms | 1250 | 5 | Disease | disease | tumor
30871626 | @GENE_HLA_E | HLA-E | 1309 | 5 | Gene | gene | HLA-E
30871626 | @GENE_KLRC1 | KLRC1 | 1350 | 5 | Gene | gene | NKG2A
30871626 | @GENE_CD8A | CD8A | 1369 | 3 | Gene | gene | CD8
30871626 | @GENE_KLRC1 | KLRC1 | 1387 | 5 | Gene | gene | NKG2A
30871626 | @GENE_KLRC1 | KLRC1 | 1489 | 5 | Gene | gene | NKG2A
30871626 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1607 | 3 | Disease | disease | CRC
30871626 | @DISEASE_Neoplasms | Neoplasms | 1653 | 5 | Disease | disease | tumor
30871626 | @DISEASE_Neoplasms | Neoplasms | 1723 | 5 | Disease | disease | tumor
30871626 | @DISEASE_Neoplasms | Neoplasms | 1774 | 5 | Disease | disease | tumor
30871626 | @GENE_KLRC1 | KLRC1 | 1910 | 5 | Gene | gene | NKG2A
30906652 | @GENE_TGFB1 | TGFB1 | 18 | 7 | Gene | gene | TGFbeta
30906652 | @GENE_MIR183 | MIR183 | 34 | 7 | Gene | gene | miR-183
30906652 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 83 | 10 | Disease | disease | lung tumor
30906652 | @DISEASE_Neoplasms | Neoplasms | 132 | 6 | Disease | disease | cancer
30906652 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 149 | 11 | Disease | disease | lung cancer
30906652 | @DISEASE_Neoplasms | Neoplasms | 231 | 5 | Disease | disease | tumor
30906652 | @GENE_KLRK1 | KLRK1 | 288 | 5 | Gene | gene | NKG2D
30906652 | @GENE_MICA | MICA | 294 | 4 | Gene | gene | MICA
30906652 | @GENE_CD8A | CD8A | 441 | 3 | Gene | gene | CD8
30906652 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 514 | 19 | Disease | disease | lung adenocarcinoma
30906652 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 538 | 23 | Disease | disease | squamous cell carcinoma
30906652 | @GENE_MIR183 | MIR183 | 615 | 7 | Gene | gene | miR-183
30906652 | @DISEASE_Neoplasms | Neoplasms | 645 | 5 | Disease | disease | tumor
30906652 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 683 | 10 | Disease | disease | lung tumor
30906652 | @GENE_MIR183 | MIR183 | 768 | 7 | Gene | gene | miR-183
30906652 | @GENE_MIR183 | MIR183 | 792 | 7 | Gene | gene | miR-183
30906652 | @GENE_MICA | MICA | 871 | 4 | Gene | gene | MICA
30906652 | @GENE_MICB | MICB | 880 | 4 | Gene | gene | MICB
30906652 | @GENE_MICA | MICA | 980 | 4 | Gene | gene | MICA
30906652 | @GENE_MICB | MICB | 988 | 4 | Gene | gene | MICB
30906652 | @GENE_MIR183 | MIR183 | 1032 | 7 | Gene | gene | miR-183
30906652 | @GENE_MIR183 | MIR183 | 1098 | 7 | Gene | gene | miR-183
30906652 | @DISEASE_Neoplasms | Neoplasms | 1139 | 5 | Disease | disease | tumor
30906652 | @GENE_MIR183 | MIR183 | 1195 | 7 | Gene | gene | miR-183
30906652 | @DISEASE_Neoplasms | Neoplasms | 1217 | 5 | Disease | disease | tumor
30906652 | @GENE_TGFB1 | TGFB1 | 1243 | 31 | Gene | gene | transforming growth factor-beta
30906652 | @GENE_TGFB1 | TGFB1 | 1276 | 7 | Gene | gene | TGFbeta
30906652 | @GENE_TGFB1 | TGFB1 | 1312 | 7 | Gene | gene | TGFbeta
30906652 | @DISEASE_Neoplasms | Neoplasms | 1353 | 5 | Disease | disease | tumor
30906652 | @GENE_MIR183 | MIR183 | 1389 | 7 | Gene | gene | miR-183
30906652 | @GENE_MIR183 | MIR183 | 1475 | 7 | Gene | gene | miR-183
30906652 | @DISEASE_Neoplasms | Neoplasms | 1495 | 5 | Disease | disease | tumor
30906652 | @GENE_CD8A | CD8A | 1551 | 3 | Gene | gene | CD8
30906652 | @GENE_KLRK1 | KLRK1 | 1592 | 6 | Gene | gene | NKG2D.
30906652 | @GENE_MIR183 | MIR183 | 1610 | 7 | Gene | gene | miR-183
30906652 | @GENE_TGFB1 | TGFB1 | 1631 | 7 | Gene | gene | TGFbeta
30906652 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1652 | 10 | Disease | disease | lung tumor
30906652 | @GENE_KLRK1 | KLRK1 | 1725 | 5 | Gene | gene | NKG2D
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 61 | 14 | Disease | disease | gastric cancer
31354215 | @DISEASE_Neoplasms | Neoplasms | 88 | 5 | Disease | disease | Tumor
31354215 | @DISEASE_Neoplasms | Neoplasms | 171 | 5 | Disease | disease | tumor
31354215 | @DISEASE_Neoplasms | Neoplasms | 242 | 5 | Disease | disease | tumor
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 375 | 14 | Disease | disease | gastric cancer
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 391 | 2 | Disease | disease | GC
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 500 | 22 | Disease | disease | stomach adenocarcinoma
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 524 | 4 | Disease | disease | STAD
31354215 | @DISEASE_Neoplasms | Neoplasms | 548 | 6 | Disease | disease | Cancer
31354215 | @GENE_NRP1 | NRP1 | 955 | 4 | Gene | gene | NRP1
31354215 | @GENE_CXCR4 | CXCR4 | 965 | 5 | Gene | gene | CXCR4
31354215 | @GENE_LBP | LBP | 972 | 3 | Gene | gene | LBP
31354215 | @GENE_PNMA1 | PNMA1 | 977 | 5 | Gene | gene | PNMA1
31354215 | @GENE_TLR5 | TLR5 | 984 | 4 | Gene | gene | TLR5
31354215 | @GENE_ITGA6 | ITGA6 | 990 | 5 | Gene | gene | ITGA6
31354215 | @GENE_MICB | MICB | 997 | 4 | Gene | gene | MICB
31354215 | @GENE_PBK | PBK | 1003 | 3 | Gene | gene | PBK
31354215 | @GENE_TNFRSF18 | TNFRSF18 | 1011 | 8 | Gene | gene | TNFRSF18
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1097 | 4 | Disease | disease | STAD
31354215 | @GENE_NRP1 | NRP1 | 1157 | 4 | Gene | gene | NRP1
31354215 | @GENE_TGFB2 | TGFB2 | 1163 | 8 | Gene | gene | TGFbeta2
31354215 | @GENE_MFGE8 | MFGE8 | 1176 | 5 | Gene | gene | MFGE8
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1411 | 2 | Disease | disease | GC
31354215 | @DISEASE_Neoplasms | Neoplasms | 1459 | 5 | Disease | disease | tumor
31354215 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1549 | 2 | Disease | disease | GC
31877315 | @GENE_KLRK1 | KLRK1 | 0 | 5 | Gene | gene | NKG2D
31877315 | @GENE_CD8A | CD8A | 47 | 3 | Gene | gene | CD8
31877315 | @DISEASE_Vitiligo | Vitiligo | 93 | 8 | Disease | disease | Vitiligo
31877315 | @DISEASE_Vitiligo | Vitiligo | 103 | 8 | Disease | disease | Vitiligo
31877315 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 118 | 18 | Disease | disease | autoimmune disease
31877315 | @GENE_CD8A | CD8A | 217 | 3 | Gene | gene | CD8
31877315 | @GENE_KLRK1 | KLRK1 | 281 | 5 | Gene | gene | NKG2D
31877315 | @GENE_CD8A | CD8A | 379 | 3 | Gene | gene | CD8
31877315 | @GENE_IFNG | IFNG | 435 | 9 | Gene | gene | IFN-gamma
31877315 | @GENE_KLRK1 | KLRK1 | 465 | 5 | Gene | gene | NKG2D
31877315 | @DISEASE_Vitiligo | Vitiligo | 499 | 8 | Disease | disease | vitiligo
31877315 | @GENE_CD8A | CD8A | 513 | 3 | Gene | gene | CD8
31877315 | @GENE_IL15 | IL15 | 562 | 5 | Gene | gene | IL-15
31877315 | @GENE_KLRK1 | KLRK1 | 616 | 5 | Gene | gene | NKG2D
31877315 | @GENE_CD8A | CD8A | 623 | 3 | Gene | gene | CD8
31877315 | @GENE_IFNG | IFNG | 727 | 9 | Gene | gene | IFN-gamma
31877315 | @GENE_TNF | TNF | 741 | 27 | Gene | gene | tumor necrosis factor-alpha
31877315 | @DISEASE_Vitiligo | Vitiligo | 807 | 8 | Disease | disease | vitiligo
31877315 | @GENE_KLRK1 | KLRK1 | 851 | 5 | Gene | gene | NKG2D
31877315 | @GENE_MICA | MICA | 865 | 4 | Gene | gene | MICA
31877315 | @GENE_MICB | MICB | 870 | 4 | Gene | gene | MICB
31877315 | @GENE_IFNA1 | IFNA1 | 966 | 9 | Gene | gene | IFN-alpha
31877315 | @GENE_IFNA1 | IFNA1 | 989 | 9 | Gene | gene | IFN-alpha
31877315 | @GENE_KLRK1 | KLRK1 | 1036 | 5 | Gene | gene | NKG2D
31877315 | @GENE_CD8A | CD8A | 1043 | 3 | Gene | gene | CD8
31877315 | @GENE_KLRK1 | KLRK1 | 1145 | 5 | Gene | gene | NKG2D
31877315 | @GENE_MICA | MICA | 1151 | 4 | Gene | gene | MICA
31877315 | @GENE_MICB | MICB | 1156 | 4 | Gene | gene | MICB
31877315 | @GENE_KLRK1 | KLRK1 | 1195 | 5 | Gene | gene | NKG2D
31877315 | @GENE_CD8A | CD8A | 1242 | 3 | Gene | gene | CD8
31877315 | @DISEASE_Vitiligo | Vitiligo | 1278 | 8 | Disease | disease | vitiligo
31877315 | @GENE_KLRK1 | KLRK1 | 1309 | 5 | Gene | gene | NKG2D
31877315 | @DISEASE_Vitiligo | Vitiligo | 1350 | 8 | Disease | disease | vitiligo
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 75 | 18 | Disease | disease | Takayasu arteritis
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 95 | 18 | Disease | disease | Takayasu arteritis
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 115 | 3 | Disease | disease | TAK
32514324 | @DISEASE_Cerebral_Infarction | Cerebral Infarction | 254 | 19 | Disease | disease | cerebral infarction
32514324 | @DISEASE_Vision_Disorders | Vision Disorders | 275 | 15 | Disease | disease | impaired vision
32514324 | @DISEASE_Heart_Valve_Diseases | Heart Valve Diseases | 296 | 23 | Disease | disease | valvular heart diseases
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 345 | 3 | Disease | disease | TAK
32514324 | @GENE_HLA_C | HLA-C | 515 | 32 | Gene | gene | major histocompatibility complex
32514324 | @GENE_HLA_C | HLA-C | 549 | 3 | Gene | gene | MHC
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 638 | 3 | Disease | disease | TAK
32514324 | @GENE_MICA | MICA | 698 | 4 | Gene | gene | MICA
32514324 | @GENE_MICB | MICB | 704 | 4 | Gene | gene | MICB
32514324 | @GENE_LILRA3 | LILRA3 | 710 | 41 | Gene | gene | leukocyte immunoglobulin-like receptor A3
32514324 | @GENE_LILRA3 | LILRA3 | 753 | 6 | Gene | gene | LILRA3
32514324 | @GENE_LILRB3 | LILRB3 | 766 | 6 | Gene | gene | LILRB3
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 848 | 3 | Disease | disease | TAK
32514324 | @DISEASE_Takayasu_Arteritis | Takayasu Arteritis | 1169 | 3 | Disease | disease | TAK
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 237 | 15 | Disease | disease | cervical cancer
33794208 | @GENE_HLA_A | HLA-A | 467 | 3 | Gene | gene | HLA
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 482 | 15 | Disease | disease | cervical cancer
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 584 | 24 | Disease | disease | invasive cervical cancer
33794208 | @DISEASE_Uterine_Cervical_Dysplasia | Uterine Cervical Dysplasia | 613 | 48 | Disease | disease | cervical intraepithelial neoplasia (CIN) grade 3
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1014 | 24 | Disease | disease | invasive cervical cancer
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1277 | 15 | Disease | disease | cervical cancer
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1330 | 24 | Disease | disease | invasive cervical cancer
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 1537 | 24 | Disease | disease | invasive cervical cancer
33794208 | @VARIANT_rs10175462 | rs10175462 | 1589 | 10 | Variant | variant | rs10175462
33794208 | @GENE_PAX8 | PAX8 | 1601 | 4 | Gene | gene | PAX8
33794208 | @VARIANT_rs27069 | rs27069 | 1666 | 7 | Variant | variant | rs27069
33794208 | @GENE_CLPTM1L | CLPTM1L | 1675 | 7 | Gene | gene | CLPTM1L
33794208 | @VARIANT_rs9272050 | rs9272050 | 1752 | 9 | Variant | variant | rs9272050
33794208 | @GENE_HLA_DQA1 | HLA-DQA1 | 1763 | 8 | Gene | gene | HLA-DQA1
33794208 | @VARIANT_rs6938453 | rs6938453 | 1807 | 9 | Variant | variant | rs6938453
33794208 | @GENE_MICA | MICA | 1818 | 4 | Gene | gene | MICA
33794208 | @VARIANT_rs55986091 | rs55986091 | 1858 | 10 | Variant | variant | rs55986091
33794208 | @GENE_HLA_DQB1 | HLA-DQB1 | 1870 | 8 | Gene | gene | HLA-DQB1
33794208 | @VARIANT_p.D54G_HLA_B_human | rs9266183 | 1918 | 9 | Variant | variant | rs9266183
33794208 | @GENE_HLA_B | HLA-B | 1929 | 5 | Gene | gene | HLA-B
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 2039 | 24 | Disease | disease | invasive cervical cancer
33794208 | @GENE_PAX8 | PAX8 | 2071 | 4 | Gene | gene | PAX8
33794208 | @VARIANT_rs10175462 | rs10175462 | 2077 | 10 | Variant | variant | rs10175462
33794208 | @GENE_CLPTM1L | CLPTM1L | 2099 | 7 | Gene | gene | CLPTM1L
33794208 | @VARIANT_rs27069 | rs27069 | 2108 | 7 | Variant | variant | rs27069
33794208 | @GENE_HLA_DQA1 | HLA-DQA1 | 2137 | 8 | Gene | gene | HLA-DQA1
33794208 | @VARIANT_rs9272050 | rs9272050 | 2147 | 9 | Variant | variant | rs9272050
33794208 | @DISEASE_Smoke_Inhalation_Injury | Smoke Inhalation Injury | 2242 | 7 | Disease | disease | smoking
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 2401 | 15 | Disease | disease | cervical cancer
33794208 | @DISEASE_Uterine_Cervical_Neoplasms | Uterine Cervical Neoplasms | 2501 | 15 | Disease | disease | cervical cancer
33794208 | @GENE_PAX8 | PAX8 | 2535 | 4 | Gene | gene | PAX8
33794208 | @GENE_CLPTM1L | CLPTM1L | 2541 | 7 | Gene | gene | CLPTM1L
33794208 | @GENE_HLA_A | HLA-A | 2554 | 3 | Gene | gene | HLA
33966912 | @GENE_HLA_B | HLA-B | 60 | 5 | Gene | gene | HLA-B
33966912 | @GENE_HLA_B | HLA-B | 235 | 5 | Gene | gene | HLA-B
33966912 | @DISEASE_Inflammation | Inflammation | 290 | 12 | Disease | disease | inflammatory
33966912 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 307 | 19 | Disease | disease | autoimmune diseases
33966912 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 402 | 25 | Disease | disease | graft-versus-host disease
33966912 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 429 | 4 | Disease | disease | GVHD
33966912 | @GENE_HLA_B | HLA-B | 522 | 5 | Gene | gene | HLA-B
33966912 | @GENE_HLA_B | HLA-B | 749 | 5 | Gene | gene | HLA-B
33966912 | @GENE_HLA_B | HLA-B | 1111 | 5 | Gene | gene | HLA-B
34169791 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 35 | 22 | Disease | disease | ankylosing spondylitis
34169791 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 144 | 22 | Disease | disease | ankylosing spondylitis
34169791 | @GENE_HLA_B | HLA-B | 784 | 7 | Gene | gene | HLA-B27
34169791 | @GENE_HLA_B | HLA-B | 905 | 7 | Gene | gene | HLA-B27
34169791 | @GENE_MICA | MICA | 1183 | 4 | Gene | gene | MICA
34169791 | @GENE_IL23R | IL23R | 1192 | 5 | Gene | gene | IL23R
34169791 | @GENE_IL1R1 | IL1R1 | 1276 | 5 | Gene | gene | IL1R1
34169791 | @GENE_MST1 | MST1 | 1286 | 15 | Gene | gene | MST1.Conclusion
34169791 | @GENE_HLA_C | HLA-C | 1353 | 32 | Gene | gene | major histocompatibility complex
34169791 | @GENE_HLA_C | HLA-C | 1387 | 3 | Gene | gene | MHC
34169791 | @GENE_HLA_C | HLA-C | 1400 | 3 | Gene | gene | MHC
34169791 | @GENE_HLA_B | HLA-B | 1548 | 7 | Gene | gene | HLA-B27
34394116 | @GENE_KLRK1 | KLRK1 | 11 | 5 | Gene | gene | NKG2D
34394116 | @DISEASE_Neoplasms | Neoplasms | 224 | 6 | Disease | disease | cancer
34394116 | @DISEASE_Neoplasms | Neoplasms | 253 | 5 | Disease | disease | tumor
34394116 | @DISEASE_Neoplasms | Neoplasms | 493 | 5 | Disease | disease | tumor
34394116 | @DISEASE_Neoplasms | Neoplasms | 530 | 5 | Disease | disease | tumor
34394116 | @DISEASE_Neoplasms | Neoplasms | 611 | 5 | Disease | disease | tumor
34394116 | @DISEASE_Neoplasms | Neoplasms | 648 | 5 | Disease | disease | tumor
34394116 | @GENE_KLRK1 | KLRK1 | 935 | 5 | Gene | gene | NKG2D
34394116 | @GENE_KLRK1 | KLRK1 | 981 | 5 | Gene | gene | NKG2D
34394116 | @GENE_MICA | MICA | 1015 | 4 | Gene | gene | MICA
34394116 | @GENE_MICB | MICB | 1024 | 4 | Gene | gene | MICB
34394116 | @GENE_MICA | MICA | 1030 | 4 | Gene | gene | MICA
34394116 | @GENE_MICB | MICB | 1039 | 4 | Gene | gene | MICB
34394116 | @GENE_KLRK1 | KLRK1 | 1278 | 5 | Gene | gene | NKG2D
34394116 | @GENE_KLRK1 | KLRK1 | 1548 | 5 | Gene | gene | NKG2D
34394116 | @GENE_KLRK1 | KLRK1 | 1621 | 5 | Gene | gene | NKG2D
34394116 | @DISEASE_Neoplasms | Neoplasms | 1672 | 5 | Disease | disease | tumor
34394116 | @DISEASE_Neoplasms | Neoplasms | 1775 | 5 | Disease | disease | tumor
34394116 | @GENE_KLRK1 | KLRK1 | 1844 | 5 | Gene | gene | NKG2D
34394116 | @DISEASE_Neoplasms | Neoplasms | 2181 | 5 | Disease | disease | tumor
34394116 | @DISEASE_Neoplasms | Neoplasms | 2548 | 6 | Disease | disease | cancer
34489964 | @GENE_MICA | MICA | 0 | 4 | Gene | gene | MICA
34489964 | @GENE_KIR2DL4 | KIR2DL4 | 9 | 3 | Gene | gene | KIR
34489964 | @DISEASE_Ventricular_Dysfunction_Left | Ventricular Dysfunction Left | 48 | 37 | Disease | disease | Left Ventricular Systolic Dysfunction
34489964 | @DISEASE_Chagas_Disease | Chagas Disease | 117 | 22 | Disease | disease | Chronic Chagas Disease
34489964 | @DISEASE_Chagas_Disease | Chagas Disease | 209 | 14 | Disease | disease | Chagas disease
34489964 | @DISEASE_Inflammation | Inflammation | 285 | 12 | Disease | disease | inflammatory
34489964 | @GENE_MICA | MICA | 366 | 4 | Gene | gene | MICA
34489964 | @GENE_MICA | MICA | 372 | 27 | Gene | gene | MHC class I-related chain A
34489964 | @GENE_KIR2DL4 | KIR2DL4 | 405 | 3 | Gene | gene | KIR
34489964 | @GENE_KIR2DL4 | KIR2DL4 | 410 | 41 | Gene | gene | killer cell immunoglobulin-like receptors
34489964 | @DISEASE_Chagas_Disease | Chagas Disease | 531 | 22 | Disease | disease | chronic Chagas disease
34489964 | @DISEASE_Ventricular_Dysfunction_Left | Ventricular Dysfunction Left | 610 | 37 | Disease | disease | left ventricular systolic dysfunction
34489964 | @DISEASE_Ventricular_Dysfunction_Left | Ventricular Dysfunction Left | 649 | 4 | Disease | disease | LVSD
