1788521 | @CHEMICAL_Soman | Soman | 62 | 5 | Chemical | chemical | soman
30037793 | @DISEASE_Psoriasis | Psoriasis | 1178 | 9 | Disease | disease | psoriasis
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 1233 | 11 | Disease | disease | tonsillitis
30037793 | @GENE_HLA_A | HLA-A | 1297 | 3 | Gene | gene | HLA
30037793 | @DISEASE_Psoriasis | Psoriasis | 1365 | 9 | Disease | disease | psoriasis
30037793 | @DISEASE_Tonsillitis | Tonsillitis | 1403 | 11 | Disease | disease | tonsillitis
30037793 | @DISEASE_Streptococcal_Infections | Streptococcal Infections | 1510 | 31 | Disease | disease | streptococcal throat infections
30037793 | @DISEASE_Psoriasis | Psoriasis | 1546 | 9 | Disease | disease | psoriasis
30889422 | @GENE_IL12B | IL12B | 51 | 5 | Gene | gene | IL12B
30889422 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 65 | 22 | Disease | disease | ankylosing spondylitis
30889422 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 100 | 22 | Disease | disease | Ankylosing spondylitis
30889422 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 134 | 18 | Disease | disease | autoimmune disease
30889422 | @GENE_IL12B | IL12B | 211 | 5 | Gene | gene | IL12B
30889422 | @GENE_MRAP | MRAP | 1065 | 3 | Gene | gene | B27
30889422 | @GENE_IL12B | IL12B | 1451 | 5 | Gene | gene | IL12B
30889422 | @GENE_IL12B | IL12B | 1529 | 5 | Gene | gene | IL12B
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 105 | 18 | Disease | disease | multiple sclerosis
31382992 | @GENE_HLA_A | HLA-A | 193 | 3 | Gene | gene | HLA
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 226 | 18 | Disease | disease | multiple sclerosis
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 246 | 2 | Disease | disease | MS
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 254 | 38 | Disease | disease | neuromyelitis optica spectrum disorder
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 294 | 5 | Disease | disease | NMOSD
31382992 | @GENE_HLA_A | HLA-A | 428 | 3 | Gene | gene | HLA
31382992 | @GENE_HLA_A | HLA-A | 495 | 3 | Gene | gene | HLA
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 542 | 2 | Disease | disease | MS
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 558 | 5 | Disease | disease | NMOSD
31382992 | @GENE_HLA_A | HLA-A | 636 | 3 | Gene | gene | HLA
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 666 | 2 | Disease | disease | MS
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 673 | 5 | Disease | disease | NMOSD
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 819 | 2 | Disease | disease | MS
31382992 | @GENE_HLA_DRB1 | HLA-DRB1 | 951 | 9 | Gene | gene | HLA-DRB1*
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1033 | 2 | Disease | disease | MS
31382992 | @GENE_HLA_A | HLA-A | 1124 | 3 | Gene | gene | HLA
31382992 | @GENE_HLA_DQB1 | HLA-DQB1 | 1166 | 11 | Gene | gene | HLA-DQbeta1
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1217 | 2 | Disease | disease | MS
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1284 | 2 | Disease | disease | MS
31382992 | @GENE_HLA_DQB1 | HLA-DQB1 | 1295 | 11 | Gene | gene | HLA-DQbeta1
31382992 | @GENE_HLA_DQB1 | HLA-DQB1 | 1468 | 11 | Gene | gene | HLA-DQbeta1
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1547 | 5 | Disease | disease | NMOSD
31382992 | @GENE_HLA_DQA1 | HLA-DQA1 | 1554 | 8 | Gene | gene | HLA-DQA1
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1604 | 5 | Disease | disease | NMOSD
31382992 | @GENE_HLA_A | HLA-A | 1686 | 3 | Gene | gene | HLA
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1727 | 2 | Disease | disease | MS
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1734 | 5 | Disease | disease | NMOSD
31382992 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1815 | 2 | Disease | disease | MS
31382992 | @DISEASE_Neuromyelitis_Optica | Neuromyelitis Optica | 1822 | 5 | Disease | disease | NMOSD
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 68 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 83 | 16 | Disease | disease | hypersensitivity
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 123 | 14 | Chemical | chemical | Co-trimoxazole
32791162 | @CHEMICAL_Sulfonamides | Sulfonamides | 141 | 11 | Chemical | chemical | sulfonamide
32791162 | @DISEASE_Infections | Infections | 195 | 10 | Disease | disease | infections
32791162 | @DISEASE_Pneumonia_Pneumocystis | Pneumonia Pneumocystis | 285 | 31 | Disease | disease | Pneumocystis jiroveci pneumonia
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 347 | 26 | Disease | disease | cutaneous adverse reaction
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 375 | 4 | Disease | disease | SCAR
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 392 | 24 | Disease | disease | Stevens-Johnson syndrome
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 418 | 26 | Disease | disease | toxic epidermal necrolysis
32791162 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 450 | 13 | Disease | disease | drug reaction
32791162 | @DISEASE_Eosinophilia | Eosinophilia | 469 | 12 | Disease | disease | eosinophilia
32791162 | @DISEASE_Signs_and_Symptoms | Signs and Symptoms | 486 | 17 | Disease | disease | systemic symptoms
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 527 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 550 | 4 | Disease | disease | SCAR
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 637 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 660 | 4 | Disease | disease | SCAR
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 769 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 792 | 4 | Disease | disease | SCAR
32791162 | @VARIANT_rs41554616 | rs41554616 | 1191 | 10 | Variant | variant | rs41554616
32791162 | @GENE_HLA_B | HLA-B | 1232 | 5 | Gene | gene | HLA-B
32791162 | @GENE_MICA | MICA | 1242 | 4 | Gene | gene | MICA
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 1288 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1311 | 4 | Disease | disease | SCAR
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 1401 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @GENE_CYP2D6 | CYP2D6 | 1446 | 6 | Gene | gene | CYP2D6
32791162 | @GENE_GSTP1 | GSTP1 | 1454 | 5 | Gene | gene | GSTP1
32791162 | @GENE_GCLC | GCLC | 1461 | 4 | Gene | gene | GCLC
32791162 | @GENE_NAT2 | NAT2 | 1488 | 4 | Gene | gene | NAT2
32791162 | @GENE_CYP2C8 | CYP2C8 | 1499 | 6 | Gene | gene | CYP2C8
32791162 | @GENE_HLA_A | HLA-A | 1534 | 3 | Gene | gene | HLA
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 1604 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1627 | 4 | Disease | disease | SCAR
32791162 | @GENE_HLA_A | HLA-A | 1736 | 3 | Gene | gene | HLA
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 1996 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 2019 | 13 | Disease | disease | drug reaction
32791162 | @DISEASE_Eosinophilia | Eosinophilia | 2038 | 12 | Disease | disease | eosinophilia
32791162 | @DISEASE_Signs_and_Symptoms | Signs and Symptoms | 2055 | 17 | Disease | disease | systemic symptoms
32791162 | @CHEMICAL_Trimethoprim_Sulfamethoxazole_Drug_Combination | Trimethoprim Sulfamethoxazole Drug Combination | 2196 | 14 | Chemical | chemical | co-trimoxazole
32791162 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 2219 | 4 | Disease | disease | SCAR
33717167 | @GENE_HLA_A | HLA-A | 44 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 287 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 355 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 490 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 562 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 817 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 863 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 921 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1047 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1143 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1204 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1422 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1557 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1725 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1775 | 3 | Gene | gene | HLA
33717167 | @GENE_HLA_A | HLA-A | 1860 | 3 | Gene | gene | HLA
33952315 | @DISEASE_Persistent_Infection | Persistent Infection | 767 | 20 | Disease | disease | chronically infected
34424731 | @DISEASE_Bronchiolitis_Obliterans_Syndrome | Bronchiolitis Obliterans Syndrome | 72 | 19 | Disease | disease | Allograft Rejection
34424731 | @GENE_HLA_A | HLA-A | 140 | 3 | Gene | gene | HLA
34424731 | @GENE_HLA_A | HLA-A | 253 | 3 | Gene | gene | HLA
34424731 | @DISEASE_Liver_Failure | Liver Failure | 692 | 17 | Disease | disease | liver dysfunction
34424731 | @GENE_HLA_A | HLA-A | 731 | 3 | Gene | gene | HLA
34424731 | @GENE_HLA_A | HLA-A | 882 | 5 | Gene | gene | HLA-A
34424731 | @GENE_HLA_B | HLA-B | 891 | 5 | Gene | gene | HLA-B
34424731 | @GENE_HLA_DRB1 | HLA-DRB1 | 912 | 8 | Gene | gene | HLA-DRB1
34424731 | @GENE_HLA_DQB1 | HLA-DQB1 | 924 | 8 | Gene | gene | HLA-DQB1
34424731 | @DISEASE_Liver_Diseases | Liver Diseases | 984 | 13 | Disease | disease | liver lesions
34424731 | @DISEASE_Liver_Diseases | Liver Diseases | 1654 | 13 | Disease | disease | liver lesions
34685742 | @DISEASE_Glioblastoma | Glioblastoma | 91 | 12 | Disease | disease | Glioblastoma
34685742 | @DISEASE_Neoplasms | Neoplasms | 177 | 6 | Disease | disease | cancer
34685742 | @DISEASE_Neoplasms | Neoplasms | 329 | 7 | Disease | disease | tumours
34685742 | @DISEASE_Glioma | Glioma | 380 | 3 | Disease | disease | GBM
34685742 | @GENE_BIRC5 | BIRC5 | 414 | 5 | Gene | gene | BIRC5
34685742 | @DISEASE_Neoplasms | Neoplasms | 482 | 6 | Disease | disease | cancer
34685742 | @GENE_CXCR4 | CXCR4 | 500 | 5 | Gene | gene | CXCR4
34685742 | @DISEASE_Glioma | Glioma | 677 | 3 | Disease | disease | GBM
34685742 | @GENE_EOMES | EOMES | 757 | 5 | Gene | gene | EOMES
34685742 | @GENE_BDNF | BDNF | 764 | 4 | Gene | gene | BDNF
34685742 | @GENE_HLA_A | HLA-A | 770 | 5 | Gene | gene | HLA-A
34685742 | @GENE_PECAM1 | PECAM1 | 781 | 6 | Gene | gene | PECAM1
34685742 | @GENE_BIRC5 | BIRC5 | 808 | 5 | Gene | gene | BIRC5
34685742 | @GENE_CXCR4 | CXCR4 | 818 | 5 | Gene | gene | CXCR4
34685742 | @GENE_EOMES | EOMES | 849 | 5 | Gene | gene | EOMES
34685742 | @GENE_CXCR4 | CXCR4 | 952 | 5 | Gene | gene | CXCR4
34685742 | @GENE_BDNF | BDNF | 973 | 4 | Gene | gene | BDNF
34685742 | @GENE_BIRC5 | BIRC5 | 1046 | 5 | Gene | gene | BIRC5
34785698 | @DISEASE_Neoplasms | Neoplasms | 72 | 12 | Disease | disease | malignancies
34785698 | @GENE_WT1 | WT1 | 98 | 19 | Gene | gene | Wilms' tumor gene 1
34785698 | @GENE_WT1 | WT1 | 119 | 3 | Gene | gene | WT1
34785698 | @CHEMICAL_Oligopeptides | Oligopeptides | 132 | 12 | Chemical | chemical | oligopeptide
34785698 | @GENE_WT1 | WT1 | 172 | 3 | Gene | gene | WT1
34785698 | @GENE_WT1 | WT1 | 217 | 3 | Gene | gene | WT1
34785698 | @DISEASE_Neoplasms | Neoplasms | 222 | 6 | Disease | disease | tumors
34785698 | @DISEASE_Neoplasms | Neoplasms | 519 | 12 | Disease | disease | malignancies
34785698 | @GENE_WT1 | WT1 | 553 | 3 | Gene | gene | WT1
34785698 | @DISEASE_Glioblastoma | Glioblastoma | 568 | 12 | Disease | disease | glioblastoma
34785698 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 815 | 10 | Disease | disease | toxicities
34785698 | @DISEASE_Neoplasms | Neoplasms | 1014 | 6 | Disease | disease | tumors
34785698 | @DISEASE_Neoplasms | Neoplasms | 1137 | 5 | Disease | disease | tumor
34785698 | @DISEASE_Glioblastoma | Glioblastoma | 1215 | 12 | Disease | disease | glioblastoma
34785698 | @DISEASE_Neoplasms | Neoplasms | 1441 | 5 | Disease | disease | tumor
34785698 | @DISEASE_Neoplasms | Neoplasms | 1551 | 12 | Disease | disease | malignancies
34785698 | @GENE_WT1 | WT1 | 1589 | 3 | Gene | gene | WT1
34785698 | @DISEASE_Glioblastoma | Glioblastoma | 1615 | 12 | Disease | disease | glioblastoma
35365041 | @DISEASE_Communicable_Diseases | Communicable Diseases | 252 | 20 | Disease | disease | infectious keratitis
35365041 | @DISEASE_Communicable_Diseases | Communicable Diseases | 783 | 20 | Disease | disease | infectious keratitis
35365041 | @GENE_HLA_A | HLA-A | 1662 | 5 | Gene | gene | HLA-A
35365041 | @GENE_HLA_B | HLA-B | 1884 | 5 | Gene | gene | HLA-B
35365041 | @DISEASE_Communicable_Diseases | Communicable Diseases | 2238 | 20 | Disease | disease | infectious keratitis
35365041 | @GENE_HLA_A | HLA-A | 2320 | 5 | Gene | gene | HLA-A
35365041 | @GENE_HLA_B | HLA-B | 2327 | 5 | Gene | gene | HLA-B
35394875 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 0 | 3 | Gene | gene | TCR
35394875 | @DISEASE_HIV_Infections | HIV Infections | 63 | 15 | Disease | disease | HIV-1 infection
35394875 | @GENE_CD4 | CD4 | 168 | 3 | Gene | gene | CD4
35394875 | @DISEASE_Infections | Infections | 501 | 8 | Disease | disease | infected
35394875 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 549 | 3 | Gene | gene | TCR
35394875 | @CHEMICAL_Peptides | Peptides | 580 | 7 | Chemical | chemical | peptide
35394875 | @GENE_GAG | gag | 816 | 3 | Gene | gene | Gag
35394875 | @DISEASE_Infections | Infections | 923 | 8 | Disease | disease | infected
35394875 | @GENE_CD3E | CD3E | 1199 | 10 | Gene | gene | CD3epsilon
35394875 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1259 | 3 | Gene | gene | TCR
35394875 | @DISEASE_Infections | Infections | 1402 | 8 | Disease | disease | infected
35394875 | @CHEMICAL_Peptides | Peptides | 1486 | 7 | Chemical | chemical | peptide
35394875 | @DISEASE_Infections | Infections | 1560 | 8 | Disease | disease | infected
35496269 | @CHEMICAL_Carbamazepine | Carbamazepine | 86 | 13 | Chemical | chemical | Carbamazepine
35496269 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 109 | 29 | Disease | disease | dermatologic hypersensitivity
35496269 | @GENE_HLA_A | HLA-A | 341 | 3 | Gene | gene | HLA
35496269 | @VARIANT_g.29945521A>T_HLA_A_human | rs1061235 | 368 | 9 | Variant | variant | rs1061235
35496269 | @VARIANT_g.29853458G>A_None_None | rs17179220 | 382 | 10 | Variant | variant | rs17179220
35496269 | @VARIANT_g.29945521A>T_HLA_A_human | rs1061235 | 518 | 9 | Variant | variant | rs1061235
35496269 | @VARIANT_g.29853458G>A_None_None | rs17179220 | 532 | 10 | Variant | variant | rs17179220
35496269 | @VARIANT_g.29945521A>T_HLA_A_human | rs1061235 | 1133 | 9 | Variant | variant | rs1061235
35496269 | @VARIANT_g.29853458G>A_None_None | rs17179220 | 1159 | 10 | Variant | variant | rs17179220
35496269 | @CHEMICAL_Carbamazepine | Carbamazepine | 1355 | 13 | Chemical | chemical | carbamazepine
35496269 | @VARIANT_g.29853458G>A_None_None | rs17179220 | 1450 | 10 | Variant | variant | rs17179220
35496269 | @VARIANT_g.29945521A>T_HLA_A_human | rs1061235 | 1470 | 9 | Variant | variant | rs1061235
35496269 | @VARIANT_g.29853458G>A_None_None | rs17179220 | 1510 | 10 | Variant | variant | rs17179220
35496269 | @VARIANT_g.29945521A>T_HLA_A_human | rs1061235 | 1622 | 9 | Variant | variant | rs1061235
35496269 | @VARIANT_g.29853458G>A_None_None | rs17179220 | 1636 | 10 | Variant | variant | rs17179220
35878026 | @DISEASE_Neoplasms | Neoplasms | 55 | 6 | Disease | disease | cancer
35878026 | @GENE_ACP3 | ACP3 | 70 | 26 | Gene | gene | prostatic acid phosphatase
35878026 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 122 | 3 | Gene | gene | TCR
35878026 | @DISEASE_Neoplasms | Neoplasms | 218 | 6 | Disease | disease | cancer
35878026 | @DISEASE_Neoplasms | Neoplasms | 255 | 5 | Disease | disease | tumor
35878026 | @GENE_HLA_C | HLA-C | 431 | 3 | Gene | gene | MHC
35878026 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 500 | 8 | Disease | disease | toxicity
35878026 | @GENE_ACP3 | ACP3 | 570 | 26 | Gene | gene | prostatic acid phosphatase
35878026 | @GENE_ACP3 | ACP3 | 598 | 3 | Gene | gene | PAP
35878026 | @GENE_HLA_C | HLA-C | 727 | 3 | Gene | gene | MHC
35878026 | @GENE_ACP3 | ACP3 | 791 | 3 | Gene | gene | PAP
35878026 | @GENE_ACP3 | ACP3 | 818 | 3 | Gene | gene | PAP
35878026 | @GENE_ACP3 | ACP3 | 1045 | 3 | Gene | gene | PAP
35878026 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1165 | 3 | Gene | gene | TCR
35878026 | @GENE_ACP3 | ACP3 | 1232 | 3 | Gene | gene | PAP
35878026 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1390 | 3 | Gene | gene | TCR
35878026 | @GENE_ACP3 | ACP3 | 1418 | 26 | Gene | gene | prostatic acid phosphatase
36194829 | @DISEASE_Papillomavirus_Infections | Papillomavirus Infections | 61 | 30 | Disease | disease | Human Papillomavirus Infection
36624315 | @GENE_MAGEA4 | MAGEA4 | 30 | 7 | Gene | gene | MAGE-A4
36624315 | @DISEASE_Neoplasms | Neoplasms | 45 | 7 | Disease | disease | cancers
36624315 | @GENE_MAGEA4 | MAGEA4 | 294 | 30 | Gene | gene | melanoma-associated antigen A4
36624315 | @GENE_MAGEA4 | MAGEA4 | 326 | 7 | Gene | gene | MAGE-A4
36624315 | @DISEASE_Neoplasms | Neoplasms | 338 | 6 | Disease | disease | cancer
36624315 | @DISEASE_Neoplasms | Neoplasms | 400 | 12 | Disease | disease | solid tumors
36624315 | @DISEASE_Neoplasms | Neoplasms | 521 | 12 | Disease | disease | solid tumors
36624315 | @GENE_MAGEA4 | MAGEA4 | 545 | 7 | Gene | gene | MAGE-A4
36624315 | @DISEASE_Sarcoma_Synovial | Sarcoma Synovial | 564 | 16 | Disease | disease | synovial sarcoma
36624315 | @DISEASE_Sarcoma_Synovial | Sarcoma Synovial | 582 | 2 | Disease | disease | SS
36624315 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 587 | 39 | Disease | disease | ovarian cancer and head and neck cancer
36624315 | @DISEASE_Neoplasms | Neoplasms | 804 | 5 | Disease | disease | tumor
36624315 | @DISEASE_Hematologic_Diseases | Hematologic Diseases | 839 | 22 | Disease | disease | hematologic toxicities
36624315 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 907 | 25 | Disease | disease | cytokine release syndrome
36624315 | @DISEASE_Sarcoma_Synovial | Sarcoma Synovial | 992 | 2 | Disease | disease | SS
36624315 | @DISEASE_Neoplasms | Neoplasms | 1023 | 7 | Disease | disease | cancers
36624315 | @DISEASE_Sarcoma_Synovial | Sarcoma Synovial | 1188 | 2 | Disease | disease | SS
36624315 | @DISEASE_Neoplasms | Neoplasms | 1261 | 6 | Disease | disease | tumors
36624315 | @GENE_IFNG | IFNG | 1276 | 16 | Gene | gene | interferon-gamma
36624315 | @DISEASE_Sarcoma_Synovial | Sarcoma Synovial | 1496 | 2 | Disease | disease | SS
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 0 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Neoplasms | Neoplasms | 19 | 6 | Disease | disease | cancer
37192158 | @DISEASE_Neoplasms | Neoplasms | 134 | 6 | Disease | disease | cancer
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 315 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Neoplasms | Neoplasms | 381 | 14 | Disease | disease | tumor antigens
37192158 | @DISEASE_Neoplasms | Neoplasms | 397 | 3 | Disease | disease | TAs
37192158 | @DISEASE_Leukocyte_adhesion_deficiency_type_1 | Leukocyte adhesion deficiency type 1 | 432 | 25 | Disease | disease | chimeric antigen receptor
37192158 | @DISEASE_Leukocyte_adhesion_deficiency_type_1 | Leukocyte adhesion deficiency type 1 | 466 | 5 | Disease | disease | CAR-T
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 484 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Neoplasms | Neoplasms | 511 | 5 | Disease | disease | tumor
37192158 | @DISEASE_Neoplasms | Neoplasms | 617 | 3 | Disease | disease | TAs
37192158 | @DISEASE_Neoplasms | Neoplasms | 626 | 5 | Disease | disease | tumor
37192158 | @DISEASE_Neoplasms | Neoplasms | 646 | 5 | Disease | disease | tumor
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 787 | 4 | Disease | disease | IRIS
37192158 | @GENE_HLA_A | HLA-A | 856 | 3 | Gene | gene | HLA
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 883 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 907 | 30 | Disease | disease | neuroendocrine prostate cancer
37192158 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 939 | 4 | Disease | disease | NEPC
37192158 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 957 | 4 | Disease | disease | NEPC
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 984 | 4 | Disease | disease | IRIS
37192158 | @GENE_HLA_A | HLA-A | 1070 | 3 | Gene | gene | HLA
37192158 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 1197 | 4 | Disease | disease | NEPC
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 1352 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 1582 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1717 | 12 | Disease | disease | cytotoxicity
37192158 | @DISEASE_Neoplasms | Neoplasms | 1851 | 6 | Disease | disease | cancer
37192158 | @DISEASE_Iridogoniodysgenesis_type1 | Iridogoniodysgenesis type1 | 1896 | 4 | Disease | disease | IRIS
37192158 | @DISEASE_Neoplasms | Neoplasms | 1928 | 3 | Disease | disease | TAs
37192158 | @DISEASE_Neoplasms | Neoplasms | 1946 | 6 | Disease | disease | cancer
37490916 | @DISEASE_Neoplasms | Neoplasms | 22 | 5 | Disease | disease | tumor
37490916 | @DISEASE_Neoplasms | Neoplasms | 97 | 6 | Disease | disease | cancer
37490916 | @DISEASE_Neoplasms | Neoplasms | 163 | 6 | Disease | disease | tumors
